CustomerID,Points,Tier
3353,8008,Silver
3354,626,Bronze
3355,9114,Bronze
3356,2508,Gold
3357,5473,Gold
3358,5153,Gold
3359,2913,Bronze
3360,7140,Bronze
3361,5630,Gold
3362,7979,Silver
3363,9952,Gold
3364,9285,Bronze
3365,1229,Platinum
3366,5148,Gold
3367,2983,Bronze
3368,4436,Silver
3369,4645,Platinum
3370,5121,Bronze
3371,3981,Silver
3372,2408,Silver
3373,7520,Platinum
3374,5463,Platinum
3375,2936,Platinum
3376,2690,Platinum
3377,4255,Gold
3378,176,Platinum
3379,468,Silver
3380,7521,Bronze
3381,7747,Platinum
3382,8283,Gold
3383,953,Bronze
3384,2025,Silver
3385,5760,Platinum
3386,8609,Bronze
3387,3980,Bronze
3388,7425,Gold
3389,981,Platinum
3390,1081,Bronze
3391,1964,Platinum
3392,5093,Silver
3393,767,Silver
3394,6549,Silver
3395,5243,Silver
3396,3633,Silver
3397,9609,Silver
3398,3787,Silver
3399,7593,Silver
3400,2776,Gold
3401,377,Gold
3402,717,Gold
3403,1320,Silver
3404,5442,Platinum
3405,1986,Bronze
3406,67,Bronze
3407,4218,Bronze
3408,9091,Silver
3409,5124,Gold
3410,2463,Bronze
3411,5437,Silver
3412,856,Silver
3413,3921,Platinum
3414,3814,Silver
3415,7627,Bronze
3416,4810,Silver
3417,5318,Silver
3418,1086,Platinum
3419,3834,Platinum
3420,3435,Bronze
3421,298,Platinum
3422,900,Silver
3423,7492,Platinum
3424,8860,Platinum
3425,5017,Gold
3426,5842,Gold
3427,4102,Platinum
3428,1812,Platinum
3429,8082,Bronze
3430,2850,Gold
3431,7498,Bronze
3432,562,Platinum
3433,6454,Platinum
3434,6009,Platinum
3435,883,Bronze
3436,7054,Gold
3437,2396,Platinum
3438,7825,Platinum
3439,5325,Bronze
3440,6630,Platinum
3441,8762,Silver
3442,657,Bronze
3443,22,Bronze
3444,2964,Silver
3445,4730,Platinum
3446,5232,Bronze
3447,5506,Platinum
3448,659,Bronze
3449,9722,Bronze
3450,1975,Gold
3451,1973,Bronze
3452,7066,Platinum
3453,5885,Bronze
3454,1672,Silver
3455,4814,Platinum
3456,3877,Gold
3457,8614,Gold
3458,7302,Bronze
3459,7570,Platinum
3460,3619,Gold
3461,7822,Bronze
3462,7559,Platinum
3463,2987,Gold
3464,3734,Bronze
3465,1197,Bronze
3466,5290,Silver
3467,2516,Bronze
3468,1843,Platinum
3469,2266,Bronze
3470,8012,Bronze
3471,7724,Platinum
3472,4894,Silver
3473,2806,Platinum
3474,3470,Silver
3475,9448,Bronze
3476,4054,Gold
3477,1272,Silver
3478,7113,Gold
3479,4106,Silver
3480,7277,Platinum
3481,7020,Bronze
3482,8732,Bronze
3483,1469,Gold
3484,2167,Silver
3485,7405,Gold
3486,5809,Silver
3487,8162,Bronze
3488,4405,Platinum
3489,9656,Platinum
3490,9699,Silver
3491,8658,Silver
3492,6759,Gold
3493,1993,Gold
3494,4196,Gold
3495,367,Gold
3496,3730,Platinum
3497,7080,Platinum
3498,7527,Platinum
3499,516,Gold
3500,1573,Gold
3501,5800,Platinum
3502,4344,Silver
3503,5783,Silver
3504,8678,Gold
3505,4653,Silver
3506,4458,Silver
3507,1936,Bronze
3508,2479,Silver
3509,815,Gold
3510,3088,Gold
3511,9609,Silver
3512,1814,Silver
3513,7281,Platinum
3514,9398,Silver
3515,4134,Platinum
3516,6804,Platinum
3517,1515,Bronze
3518,8009,Platinum
3519,8617,Platinum
3520,1857,Platinum
3521,2475,Bronze
3522,7596,Gold
3523,3589,Silver
3524,3373,Silver
3525,2083,Gold
3526,6260,Platinum
3527,104,Silver
3528,6083,Silver
3529,2947,Platinum
3530,3818,Platinum
3531,4171,Platinum
3532,4738,Silver
3533,7217,Bronze
3534,1258,Bronze
3535,6538,Bronze
3536,48,Gold
3537,740,Platinum
3538,1294,Silver
3539,417,Silver
3540,4540,Silver
3541,6682,Silver
3542,4961,Bronze
3543,5181,Bronze
3544,2330,Silver
3545,5377,Platinum
3546,4227,Gold
3547,5452,Gold
3548,803,Silver
3549,9893,Gold
3550,9415,Platinum
3551,2677,Platinum
3552,6039,Silver
3553,1068,Bronze
3554,30,Platinum
3555,6312,Bronze
3556,6716,Platinum
3557,2142,Platinum
3558,5888,Silver
3559,9980,Gold
3560,5187,Gold
3561,7919,Silver
3562,9238,Platinum
3563,3324,Silver
3564,3116,Gold
3565,8545,Silver
3566,6974,Silver
3567,6996,Gold
3568,573,Gold
3569,9401,Bronze
3570,8167,Silver
3571,2838,Silver
3572,1579,Gold
3573,4042,Silver
3574,5336,Silver
3575,8818,Gold
3576,694,Platinum
3577,1127,Platinum
3578,5800,Bronze
3579,7394,Gold
3580,6120,Bronze
3581,5332,Gold
3582,1142,Silver
3583,7144,Bronze
3584,7756,Platinum
3585,6219,Gold
3586,7246,Silver
3587,4484,Platinum
3588,8061,Platinum
3589,2297,Bronze
3590,7452,Platinum
3591,5882,Gold
3592,5277,Bronze
3593,2441,Platinum
3594,5575,Bronze
3595,6726,Bronze
3596,47,Bronze
3597,9941,Gold
3598,3056,Bronze
3599,3975,Platinum
3600,8614,Bronze
3601,6517,Silver
3602,4641,Gold
3603,8925,Platinum
3604,7266,Bronze
3605,7701,Bronze
3606,7868,Gold
3607,2779,Bronze
3608,8206,Silver
3609,6899,Gold
3610,205,Platinum
3611,2121,Silver
3612,601,Silver
3613,27,Silver
3614,6858,Platinum
3615,1544,Gold
3616,526,Gold
3617,4274,Bronze
3618,2478,Bronze
3619,6211,Gold
3620,473,Silver
3621,6143,Gold
3622,5337,Platinum
3623,5996,Bronze
3624,4636,Silver
3625,1060,Gold
3626,3761,Silver
3627,1600,Silver
3628,4082,Bronze
3629,7290,Platinum
3630,9215,Silver
3631,6392,Gold
3632,4495,Bronze
3633,2753,Gold
3634,7070,Bronze
3635,9457,Gold
3636,5984,Bronze
3637,6683,Silver
3638,8520,Platinum
3639,5453,Gold
3640,8555,Bronze
3641,2569,Bronze
3642,8268,Gold
3643,561,Bronze
3644,614,Silver
3645,9302,Gold
3646,157,Bronze
3647,9666,Silver
3648,8018,Silver
3649,7220,Platinum
3650,7284,Bronze
3651,5126,Gold
3652,9425,Gold
3653,3809,Silver
3654,9806,Silver
3655,6713,Bronze
3656,9453,Silver
3657,4448,Bronze
3658,2063,Silver
3659,6692,Gold
3660,6116,Gold
3661,4639,Gold
3662,7298,Platinum
3663,5280,Platinum
3664,2001,Silver
3665,3669,Gold
3666,1838,Silver
3667,7133,Bronze
3668,1013,Silver
3669,4846,Gold
3670,4710,Platinum
3671,5372,Platinum
3672,3499,Bronze
3673,4773,Silver
3674,8228,Platinum
3675,2533,Silver
3676,5043,Bronze
3677,3830,Bronze
3678,3652,Bronze
3679,2185,Bronze
3680,6648,Bronze
3681,989,Silver
3682,4008,Gold
3683,4152,Platinum
3684,7975,Platinum
3685,5857,Bronze
3686,4284,Platinum
3687,4019,Silver
3688,4527,Silver
3689,9498,Bronze
3690,2601,Gold
3691,5724,Gold
3692,4606,Silver
3693,4120,Silver
3694,259,Platinum
3695,528,Bronze
3696,634,Platinum
3697,8878,Platinum
3698,5807,Silver
3699,2069,Platinum
3700,8182,Silver
3701,6832,Bronze
3702,4726,Platinum
3703,218,Bronze
3704,8503,Gold
3705,597,Platinum
3706,7608,Gold
3707,2745,Gold
3708,4348,Platinum
3709,8602,Platinum
3710,4257,Platinum
3711,8005,Bronze
3712,132,Platinum
3713,5111,Bronze
3714,2418,Silver
3715,101,Bronze
3716,4433,Platinum
3717,6302,Silver
3718,626,Silver
3719,2850,Silver
3720,2318,Silver
3721,6385,Gold
3722,2940,Bronze
3723,6577,Bronze
3724,6488,Bronze
3725,9690,Platinum
3726,2310,Platinum
3727,7396,Bronze
3728,6110,Gold
3729,6364,Platinum
3730,9751,Silver
3731,3670,Gold
3732,7014,Platinum
3733,104,Bronze
3734,6903,Platinum
3735,3721,Silver
3736,9047,Gold
3737,2860,Platinum
3738,842,Gold
3739,1542,Gold
3740,1141,Gold
3741,3615,Platinum
3742,9247,Bronze
3743,223,Silver
3744,8340,Bronze
3745,3287,Silver
3746,350,Gold
3747,7326,Bronze
3748,8490,Gold
3749,2262,Platinum
3750,5783,Gold
3751,1466,Bronze
3752,3961,Bronze
3753,1141,Silver
3754,7571,Silver
3755,4564,Platinum
3756,9265,Platinum
3757,4445,Bronze
3758,4916,Silver
3759,6756,Gold
3760,4654,Silver
3761,1306,Bronze
3762,4585,Platinum
3763,6090,Platinum
3764,9979,Silver
3765,6253,Bronze
3766,5119,Gold
3767,7990,Gold
3768,9842,Platinum
3769,6065,Bronze
3770,4804,Gold
3771,9566,Bronze
3772,2022,Bronze
3773,9735,Platinum
3774,4095,Platinum
3775,5266,Bronze
3776,3344,Gold
3777,8527,Platinum
3778,3975,Bronze
3779,5566,Gold
3780,4485,Platinum
3781,7219,Platinum
3782,2504,Platinum
3783,2283,Silver
3784,4075,Bronze
3785,9063,Silver
3786,4868,Silver
3787,2986,Silver
3788,1405,Bronze
3789,5728,Gold
3790,2784,Silver
3791,8285,Silver
3792,6867,Silver
3793,7572,Silver
3794,4293,Gold
3795,8815,Bronze
3796,939,Gold
3797,5819,Gold
3798,5692,Bronze
3799,9259,Silver
3800,1257,Silver
3801,1995,Gold
3802,7245,Bronze
3803,1836,Gold
3804,8271,Platinum
3805,1182,Platinum
3806,7681,Gold
3807,6832,Gold
3808,4235,Silver
3809,1556,Bronze
3810,2885,Platinum
3811,2386,Gold
3812,6934,Bronze
3813,291,Silver
3814,7203,Silver
3815,3918,Gold
3816,779,Platinum
3817,7096,Bronze
3818,6442,Gold
3819,390,Platinum
3820,7393,Bronze
3821,4826,Platinum
3822,901,Bronze
3823,6460,Bronze
3824,9055,Silver
3825,1981,Gold
3826,3896,Bronze
3827,555,Platinum
3828,9163,Silver
3829,6903,Gold
3830,1751,Gold
3831,6670,Bronze
3832,6431,Gold
3833,4667,Silver
3834,8834,Platinum
3835,9139,Platinum
3836,3298,Silver
3837,4150,Platinum
3838,9804,Gold
3839,8471,Bronze
3840,3892,Bronze
3841,9268,Gold
3842,5257,Silver
3843,7670,Gold
3844,668,Gold
3845,1738,Silver
3846,6093,Platinum
3847,5384,Platinum
3848,3574,Bronze
3849,4451,Bronze
3850,3658,Silver
3851,144,Silver
3852,8195,Bronze
3853,8808,Gold
3854,6366,Silver
3855,3951,Gold
3856,5662,Platinum
3857,1519,Platinum
3858,5612,Bronze
3859,6572,Silver
3860,8700,Silver
3861,2074,Bronze
3862,1104,Bronze
3863,56,Gold
3864,6713,Gold
3865,4817,Bronze
3866,4273,Bronze
3867,8921,Gold
3868,7995,Platinum
3869,9953,Silver
3870,6926,Platinum
3871,6974,Silver
3872,6398,Bronze
3873,5002,Bronze
3874,7418,Bronze
3875,5873,Gold
3876,4149,Silver
3877,9755,Platinum
3878,7300,Silver
3879,8269,Platinum
3880,1757,Bronze
3881,3310,Silver
3882,1297,Bronze
3883,2543,Platinum
3884,3528,Gold
3885,1232,Silver
3886,4370,Silver
3887,8887,Bronze
3888,8914,Bronze
3889,7826,Silver
3890,8701,Gold
3891,2880,Bronze
3892,801,Platinum
3893,2848,Bronze
3894,6552,Gold
3895,7543,Gold
3896,4398,Platinum
3897,4192,Gold
3898,1183,Gold
3899,8334,Gold
3900,5627,Silver
3901,374,Silver
3902,8947,Bronze
3903,8375,Gold
3904,3394,Platinum
3905,1109,Gold
3906,7229,Silver
3907,5899,Gold
3908,9753,Platinum
3909,2002,Bronze
3910,269,Platinum
3911,5951,Bronze
3912,8027,Bronze
3913,7368,Platinum
3914,1765,Platinum
3915,1464,Gold
3916,2873,Silver
3917,8418,Platinum
3918,2286,Silver
3919,4163,Gold
3920,8997,Bronze
3921,407,Gold
3922,8062,Silver
3923,1874,Gold
3924,1078,Gold
3925,4125,Gold
3926,8890,Gold
3927,4138,Bronze
3928,3859,Gold
3929,4396,Bronze
3930,6519,Platinum
3931,3439,Bronze
3932,6971,Silver
3933,7453,Gold
3934,1052,Bronze
3935,5151,Platinum
3936,7320,Gold
3937,3910,Bronze
3938,4123,Silver
3939,3717,Silver
3940,3001,Platinum
3941,1762,Gold
3942,7324,Bronze
3943,2534,Platinum
3944,9947,Platinum
3945,7263,Gold
3946,9254,Platinum
3947,7358,Bronze
3948,424,Gold
3949,9563,Bronze
3950,3135,Silver
3951,8900,Silver
3952,67,Bronze
3953,228,Bronze
3954,186,Platinum
3955,645,Silver
3956,1485,Platinum
3957,6755,Silver
3958,479,Silver
3959,7650,Platinum
3960,2855,Silver
3961,2452,Platinum
3962,5056,Platinum
3963,3357,Bronze
3964,226,Silver
3965,8846,Platinum
3966,91,Gold
3967,3387,Platinum
3968,5563,Bronze
3969,3196,Gold
3970,1251,Platinum
3971,3577,Bronze
3972,6081,Silver
3973,9155,Bronze
3974,1290,Gold
3975,3130,Bronze
3976,8019,Gold
3977,7022,Silver
3978,1353,Silver
3979,3548,Gold
3980,8992,Silver
3981,8494,Gold
3982,7839,Bronze
3983,3900,Silver
3984,8347,Gold
3985,7733,Platinum
3986,1572,Bronze
3987,3384,Gold
3988,8125,Bronze
3989,5074,Gold
3990,2773,Platinum
3991,7366,Bronze
3992,6251,Silver
3993,3172,Gold
3994,8861,Gold
3995,2745,Platinum
3996,7127,Platinum
3997,4832,Bronze
3998,1909,Silver
3999,8935,Bronze
4000,2052,Platinum
4001,4276,Silver
4002,6367,Silver
4003,8722,Bronze
4004,4516,Silver
4005,9056,Platinum
4006,5636,Platinum
4007,2441,Silver
4008,7753,Bronze
4009,9412,Silver
4010,5662,Silver
4011,3572,Silver
4012,9357,Platinum
4013,2602,Bronze
4014,7580,Bronze
4015,5688,Gold
4016,6702,Platinum
4017,3217,Platinum
4018,9175,Silver
4019,6212,Silver
4020,9122,Gold
4021,5033,Silver
4022,7685,Silver
4023,2880,Bronze
4024,6531,Gold
4025,1827,Gold
4026,6038,Gold
4027,7519,Silver
4028,83,Silver
4029,9566,Platinum
4030,813,Silver
4031,4376,Bronze
4032,3941,Bronze
4033,3816,Bronze
4034,1138,Silver
4035,5196,Platinum
4036,6412,Bronze
4037,8490,Platinum
4038,9483,Silver
4039,9636,Platinum
4040,6716,Bronze
4041,9291,Platinum
4042,4602,Gold
4043,548,Bronze
4044,5506,Gold
4045,9795,Platinum
4046,2522,Gold
4047,5664,Platinum
4048,7594,Bronze
4049,1813,Platinum
4050,668,Silver
4051,7034,Silver
4052,7803,Platinum
4053,9495,Silver
4054,1168,Gold
4055,2038,Bronze
4056,3226,Gold
4057,7110,Silver
4058,6586,Silver
4059,1184,Silver
4060,6151,Bronze
4061,3205,Silver
4062,9138,Bronze
4063,2882,Gold
4064,5030,Platinum
4065,5315,Silver
4066,6531,Bronze
4067,2692,Silver
4068,9830,Gold
4069,4926,Gold
4070,8291,Silver
4071,1081,Silver
4072,243,Bronze
4073,2250,Bronze
4074,8411,Bronze
4075,6998,Bronze
4076,604,Gold
4077,8798,Gold
4078,3030,Platinum
4079,2979,Gold
4080,2562,Bronze
4081,1133,Gold
4082,7867,Silver
4083,9520,Silver
4084,4943,Gold
4085,9974,Bronze
4086,8401,Platinum
4087,3304,Gold
4088,2687,Platinum
4089,7937,Gold
4090,2227,Bronze
4091,427,Platinum
4092,1941,Gold
4093,4232,Silver
4094,5489,Platinum
4095,8106,Gold
4096,9401,Bronze
4097,6838,Bronze
4098,577,Silver
4099,6864,Gold
4100,5665,Silver
4101,727,Silver
4102,532,Platinum
4103,61,Silver
4104,256,Bronze
4105,8741,Silver
4106,9763,Gold
4107,3740,Silver
4108,6357,Platinum
4109,8361,Gold
4110,6994,Silver
4111,4420,Gold
4112,2208,Gold
4113,2964,Silver
4114,5912,Bronze
4115,2741,Bronze
4116,4558,Platinum
4117,3598,Platinum
4118,4491,Bronze
4119,6557,Gold
4120,360,Platinum
4121,2162,Silver
4122,2870,Gold
4123,1183,Silver
4124,8224,Platinum
4125,4487,Platinum
4126,6201,Gold
4127,5773,Platinum
4128,9738,Platinum
4129,9372,Bronze
4130,8536,Bronze
4131,963,Silver
4132,7170,Silver
4133,2886,Platinum
4134,8693,Bronze
4135,2099,Silver
4136,1352,Bronze
4137,1121,Platinum
4138,5101,Bronze
4139,2455,Gold
4140,2726,Silver
4141,393,Silver
4142,2592,Silver
4143,6066,Silver
4144,3836,Bronze
4145,5181,Bronze
4146,9299,Gold
4147,8422,Silver
4148,1504,Platinum
4149,171,Silver
4150,9639,Platinum
4151,8905,Bronze
4152,9928,Bronze
4153,9522,Gold
4154,409,Bronze
4155,347,Silver
4156,2492,Gold
4157,7280,Platinum
4158,3522,Gold
4159,9552,Silver
4160,5726,Gold
4161,5595,Bronze
4162,657,Bronze
4163,6832,Bronze
4164,941,Gold
4165,4706,Bronze
4166,1318,Bronze
4167,2616,Platinum
4168,7640,Bronze
4169,4320,Platinum
4170,3519,Silver
4171,6556,Platinum
4172,6651,Silver
4173,2650,Silver
4174,4807,Silver
4175,3877,Gold
4176,8935,Bronze
4177,9145,Bronze
4178,3866,Bronze
4179,9311,Gold
4180,2159,Bronze
4181,9256,Gold
4182,8553,Gold
4183,3933,Gold
4184,1834,Bronze
4185,3399,Bronze
4186,1951,Silver
4187,4831,Silver
4188,9612,Gold
4189,8648,Bronze
4190,4295,Platinum
4191,6546,Gold
4192,6363,Silver
4193,4460,Bronze
4194,5279,Bronze
4195,8198,Silver
4196,5513,Bronze
4197,7376,Silver
4198,5139,Platinum
4199,148,Platinum
4200,1699,Gold
4201,4131,Bronze
4202,9835,Gold
4203,1367,Gold
4204,8667,Platinum
4205,2577,Platinum
4206,4301,Bronze
4207,3874,Gold
4208,6771,Platinum
4209,6457,Platinum
4210,4610,Gold
4211,6433,Bronze
4212,6573,Gold
4213,2618,Silver
4214,9698,Gold
4215,2982,Gold
4216,1620,Silver
4217,3246,Bronze
4218,4332,Platinum
4219,3602,Gold
4220,2033,Silver
4221,3614,Gold
4222,397,Gold
4223,8218,Platinum
4224,6147,Platinum
4225,6939,Silver
4226,6838,Silver
4227,4970,Bronze
4228,7262,Platinum
4229,9621,Platinum
4230,4958,Bronze
4231,8088,Platinum
4232,436,Gold
4233,9424,Bronze
4234,9969,Gold
4235,8616,Silver
4236,8401,Platinum
4237,6914,Bronze
4238,9602,Gold
4239,2633,Gold
4240,7392,Platinum
4241,1552,Gold
4242,2457,Gold
4243,6806,Bronze
4244,297,Gold
4245,6921,Gold
4246,9074,Silver
4247,3459,Platinum
4248,6510,Silver
4249,7736,Bronze
4250,5368,Silver
4251,3264,Gold
4252,4242,Gold
4253,8537,Platinum
4254,9523,Gold
4255,7692,Platinum
4256,8939,Silver
4257,5660,Gold
4258,2517,Gold
4259,5601,Bronze
4260,7169,Gold
4261,2935,Gold
4262,157,Gold
4263,578,Platinum
4264,4873,Silver
4265,996,Silver
4266,8782,Silver
4267,3159,Bronze
4268,8821,Platinum
4269,1209,Bronze
4270,8018,Platinum
4271,313,Bronze
4272,747,Platinum
4273,2799,Gold
4274,5828,Bronze
4275,6394,Platinum
4276,9353,Gold
4277,8959,Platinum
4278,3984,Silver
4279,5757,Gold
4280,2736,Gold
4281,9715,Gold
4282,6724,Silver
4283,4588,Bronze
4284,8712,Gold
4285,3678,Silver
4286,4138,Silver
4287,8816,Gold
4288,5481,Platinum
4289,5163,Bronze
4290,6131,Gold
4291,8348,Silver
4292,7673,Platinum
4293,6981,Silver
4294,917,Silver
4295,6052,Gold
4296,9860,Platinum
4297,2277,Silver
4298,5702,Platinum
4299,8478,Platinum
4300,9826,Bronze
4301,1233,Platinum
4302,183,Silver
4303,4892,Platinum
4304,7677,Bronze
4305,7857,Platinum
4306,8255,Bronze
4307,2459,Silver
4308,6685,Bronze
4309,5875,Platinum
4310,5670,Silver
4311,1201,Bronze
4312,1395,Bronze
4313,2269,Gold
4314,5121,Silver
4315,516,Silver
4316,1719,Bronze
4317,2662,Platinum
4318,3904,Silver
4319,408,Bronze
4320,6943,Gold
4321,9453,Silver
4322,7686,Bronze
4323,3745,Silver
4324,2144,Bronze
4325,4871,Silver
4326,1761,Gold
4327,9745,Bronze
4328,2985,Gold
4329,5816,Bronze
4330,2336,Platinum
4331,9297,Silver
4332,9786,Silver
4333,2212,Platinum
4334,7277,Platinum
4335,74,Gold
4336,1648,Platinum
4337,3085,Platinum
4338,5884,Silver
4339,4595,Platinum
4340,427,Platinum
4341,7027,Platinum
4342,3522,Platinum
4343,8087,Bronze
4344,3699,Gold
4345,4825,Gold
4346,4542,Gold
4347,7384,Silver
4348,958,Platinum
4349,705,Bronze
4350,7053,Platinum
4351,8510,Platinum
4352,8466,Silver
4353,2753,Bronze
4354,9211,Platinum
4355,4021,Silver
4356,2118,Bronze
4357,6578,Silver
4358,5680,Silver
4359,4257,Silver
4360,3571,Silver
4361,2855,Platinum
4362,5226,Gold
4363,4403,Silver
4364,9268,Bronze
4365,7693,Bronze
4366,9715,Platinum
4367,1692,Bronze
4368,7784,Silver
4369,2240,Gold
4370,7349,Bronze
4371,8654,Platinum
4372,8117,Bronze
4373,4962,Platinum
4374,5667,Gold
4375,603,Silver
4376,7762,Platinum
4377,6702,Bronze
4378,1307,Platinum
4379,8040,Silver
4380,2969,Platinum
4381,276,Platinum
4382,3069,Bronze
4383,2139,Gold
4384,6244,Silver
4385,1817,Gold
4386,6405,Bronze
4387,2644,Platinum
4388,532,Bronze
4389,7529,Silver
4390,4151,Gold
4391,826,Bronze
4392,3328,Platinum
4393,4365,Silver
4394,2300,Bronze
4395,4615,Silver
4396,1876,Bronze
4397,4085,Silver
4398,1269,Gold
4399,4570,Bronze
4400,4628,Gold
4401,4273,Bronze
4402,5004,Bronze
4403,3498,Bronze
4404,8590,Platinum
4405,7753,Silver
4406,128,Platinum
4407,205,Bronze
4408,1602,Gold
4409,9249,Gold
4410,5044,Bronze
4411,2741,Bronze
4412,2309,Platinum
4413,4477,Bronze
4414,5980,Bronze
4415,7864,Platinum
4416,8819,Gold
4417,8294,Gold
4418,3181,Gold
4419,8165,Bronze
4420,6725,Gold
4421,6827,Bronze
4422,7413,Bronze
4423,5927,Silver
4424,3011,Gold
4425,196,Bronze
4426,301,Platinum
4427,5170,Platinum
4428,9096,Bronze
4429,7285,Gold
4430,3990,Platinum
4431,2410,Bronze
4432,3679,Gold
4433,4097,Silver
4434,9596,Platinum
4435,8019,Silver
4436,2816,Bronze
4437,6291,Silver
4438,5048,Platinum
4439,6478,Gold
4440,8051,Bronze
4441,593,Bronze
4442,9337,Silver
4443,4336,Bronze
4444,5839,Gold
4445,7618,Silver
4446,5286,Bronze
4447,1084,Gold
4448,8902,Platinum
4449,4095,Silver
4450,2935,Silver
4451,9810,Bronze
4452,217,Gold
4453,2561,Bronze
4454,1674,Gold
4455,2020,Silver
4456,9125,Bronze
4457,554,Silver
4458,1165,Bronze
4459,5976,Silver
4460,1360,Bronze
4461,7482,Gold
4462,5147,Silver
4463,153,Gold
4464,5217,Platinum
4465,395,Gold
4466,6326,Platinum
4467,8180,Silver
4468,6278,Bronze
4469,4539,Gold
4470,6430,Platinum
4471,7148,Silver
4472,683,Platinum
4473,9856,Platinum
4474,7748,Gold
4475,6795,Silver
4476,8716,Silver
4477,1619,Bronze
4478,9134,Platinum
4479,4084,Bronze
4480,1387,Bronze
4481,1747,Silver
4482,4351,Silver
4483,1914,Bronze
4484,7388,Silver
4485,3010,Gold
4486,4657,Silver
4487,2751,Silver
4488,2350,Bronze
4489,1140,Platinum
4490,6465,Silver
4491,3531,Platinum
4492,3972,Platinum
4493,1110,Silver
4494,4183,Gold
4495,2346,Bronze
4496,4542,Silver
4497,5114,Gold
4498,8201,Platinum
4499,403,Bronze
4500,7167,Bronze
4501,9507,Bronze
4502,9642,Bronze
4503,7741,Platinum
4504,5174,Silver
4505,1151,Gold
4506,1854,Platinum
4507,7317,Gold
4508,566,Silver
4509,8027,Platinum
4510,7910,Silver
4511,7334,Bronze
4512,2745,Gold
4513,9702,Bronze
4514,110,Gold
4515,9847,Gold
4516,3080,Gold
4517,7663,Gold
4518,1938,Bronze
4519,8164,Bronze
4520,4540,Bronze
4521,1874,Bronze
4522,639,Bronze
4523,3676,Gold
4524,7645,Bronze
4525,3765,Bronze
4526,3426,Silver
4527,7035,Gold
4528,9150,Bronze
4529,3655,Bronze
4530,3426,Bronze
4531,9445,Silver
4532,6397,Platinum
4533,685,Gold
4534,6380,Silver
4535,865,Silver
4536,933,Silver
4537,4701,Silver
4538,5033,Platinum
4539,261,Gold
4540,8958,Platinum
4541,5117,Silver
4542,3296,Silver
4543,1280,Bronze
4544,4076,Silver
4545,8243,Platinum
4546,3114,Platinum
4547,5881,Silver
4548,1778,Bronze
4549,5494,Gold
4550,7517,Gold
4551,6928,Gold
4552,4693,Gold
4553,8859,Bronze
4554,7281,Platinum
4555,3565,Gold
4556,6859,Gold
4557,7745,Bronze
4558,8423,Bronze
4559,1427,Silver
4560,6826,Bronze
4561,4986,Bronze
4562,2498,Platinum
4563,1112,Platinum
4564,1935,Bronze
4565,1805,Silver
4566,4890,Gold
4567,5515,Silver
4568,4217,Gold
4569,4440,Silver
4570,1969,Silver
4571,4573,Bronze
4572,9374,Silver
4573,4374,Platinum
4574,2143,Silver
4575,6508,Silver
4576,8402,Platinum
4577,4892,Gold
4578,5595,Silver
4579,680,Bronze
4580,9107,Gold
4581,4452,Platinum
4582,7704,Silver
4583,1559,Silver
4584,1338,Gold
4585,5658,Bronze
4586,9974,Bronze
4587,5357,Bronze
4588,9136,Bronze
4589,1625,Platinum
4590,842,Gold
4591,5941,Platinum
4592,7246,Bronze
4593,4983,Platinum
4594,8463,Gold
4595,551,Silver
4596,6635,Bronze
4597,8612,Bronze
4598,9431,Gold
4599,6935,Gold
4600,5989,Silver
4601,2870,Silver
4602,5009,Gold
4603,7464,Bronze
4604,3034,Bronze
4605,5766,Silver
4606,1792,Silver
4607,1590,Gold
4608,7236,Platinum
4609,1744,Silver
4610,4895,Bronze
4611,1426,Bronze
4612,392,Gold
4613,3583,Bronze
4614,4651,Silver
4615,7462,Bronze
4616,3264,Gold
4617,2726,Bronze
4618,7780,Silver
4619,7474,Platinum
4620,7340,Bronze
4621,7130,Gold
4622,9368,Silver
4623,1530,Silver
4624,1995,Gold
4625,8720,Platinum
4626,9907,Silver
4627,9978,Gold
4628,6013,Bronze
4629,2726,Bronze
4630,8036,Silver
4631,9994,Gold
4632,7643,Platinum
4633,149,Bronze
4634,5440,Bronze
4635,9315,Silver
4636,5024,Silver
4637,528,Gold
4638,4223,Platinum
4639,6800,Gold
4640,3491,Platinum
4641,4724,Gold
4642,3390,Platinum
4643,7485,Gold
4644,1756,Gold
4645,7846,Bronze
4646,3326,Bronze
4647,198,Bronze
4648,7665,Bronze
4649,2840,Platinum
4650,9638,Platinum
4651,7042,Platinum
4652,2795,Platinum
4653,7492,Platinum
4654,8130,Platinum
4655,1638,Platinum
4656,1905,Gold
4657,33,Bronze
4658,9749,Gold
4659,1143,Gold
4660,910,Silver
4661,5115,Platinum
4662,1525,Gold
4663,4194,Platinum
4664,8479,Silver
4665,4080,Platinum
4666,3271,Bronze
4667,7365,Silver
4668,3228,Platinum
4669,5936,Bronze
4670,3676,Gold
4671,3994,Platinum
4672,4658,Bronze
4673,5189,Silver
4674,2576,Platinum
4675,3748,Platinum
4676,8325,Platinum
4677,8999,Platinum
4678,8643,Bronze
4679,9578,Gold
4680,5406,Gold
4681,5165,Silver
4682,4569,Bronze
4683,7770,Gold
4684,1520,Gold
4685,2818,Gold
4686,8098,Silver
4687,5885,Silver
4688,2909,Silver
4689,3483,Bronze
4690,3314,Bronze
4691,6753,Platinum
4692,8154,Bronze
4693,1740,Gold
4694,8263,Platinum
4695,7028,Bronze
4696,9776,Bronze
