CustomerID,ItemID,Quantity
3141,7391,1
3141,4776,5
3142,6862,3
3142,4834,2
3142,2275,3
3143,1054,3
3143,4514,2
3144,8194,1
3144,1855,1
3144,7780,2
3145,6319,5
3147,9440,2
3147,5150,3
3147,43,1
3147,4453,3
3147,2117,1
3148,621,1
3148,4637,1
3148,814,1
3148,5824,5
3149,4713,3
3150,8359,2
3150,5443,5
3150,9911,2
3150,2139,5
3151,533,4
3151,2634,4
3153,1276,5
3153,3137,1
3153,1729,2
3153,8560,3
3153,9027,1
3154,4512,2
3154,331,2
3154,3367,5
3154,4567,5
3154,895,1
3155,7336,5
3155,4077,4
3156,6974,4
3156,7624,5
3156,1512,4
3157,7875,2
3157,9492,3
3159,5217,4
3159,7239,4
3160,9057,5
3160,2690,4
3160,6079,5
3160,145,2
3161,4444,2
3162,6431,1
3163,7722,4
3163,2998,2
3163,3210,5
3163,503,1
3163,3085,3
3165,9876,4
3165,9692,3
3167,603,5
3168,7984,3
3169,8683,4
3169,1470,5
3169,6,3
3169,8141,1
3170,1933,1
3170,4861,1
3170,8123,5
3170,1739,1
3170,5046,2
3171,1165,3
3171,421,4
3171,9312,5
3171,2511,4
3173,4015,2
3174,6326,5
3175,6054,4
3177,2647,4
3177,9018,3
3177,9702,2
3177,2739,1
3177,7860,2
3178,2601,4
3178,7796,1
3178,8264,3
3178,708,5
3179,1543,2
3179,6044,4
3181,1782,1
3181,1661,5
3181,4942,4
3181,2971,1
3182,9834,2
3182,6874,4
3182,4610,4
3182,2683,1
3183,2963,4
3184,7636,5
3184,8816,4
3184,3768,1
3184,6345,1
3184,3080,5
3185,6216,3
3185,7317,4
3186,8934,1
3186,7714,2
3186,9402,5
3186,1576,4
3186,3526,4
3187,2723,1
3187,5815,3
3187,3565,3
3188,7714,3
3188,6924,5
3188,7727,3
3188,3134,2
3188,6488,5
3189,935,3
3189,696,2
3189,4579,1
3190,9675,3
3190,1446,3
3190,3586,3
3191,1971,3
3191,6043,4
3191,9198,5
3191,129,4
3192,4660,3
3192,3877,4
3193,278,1
3193,917,4
3193,3177,1
3193,282,5
3194,6041,1
3194,7781,5
3195,6402,4
3195,6971,5
3195,1497,1
3195,9279,2
3196,5182,2
3196,254,5
3197,3040,2
3197,5021,4
3197,328,3
3197,353,1
3199,6042,4
3199,3673,3
3199,5603,2
3199,4705,1
3199,6575,3
3200,307,5
3201,934,3
3201,6706,4
3201,6637,3
3201,6242,2
3201,2419,2
3202,8787,5
3202,2024,4
3202,4439,3
3202,6723,5
3202,8010,5
3203,1031,5
3203,534,4
3203,6999,5
3203,5881,4
3204,5158,3
3204,3687,5
3204,6868,3
3204,6238,2
3205,5949,4
3206,6315,3
3207,6144,5
3207,1322,2
3207,5374,4
3207,9385,4
3208,4895,1
3208,2651,3
3208,7729,5
3208,9866,1
3208,9892,1
3209,3570,3
3209,2850,2
3209,5861,3
3209,6715,3
3209,327,1
3210,5055,2
3210,9874,3
3210,6836,4
3210,8752,5
3210,1475,5
3211,3406,2
3211,7424,3
3211,4828,3
3212,9589,2
3212,5546,5
3213,5701,2
3214,9312,5
3214,5593,4
3214,1487,1
3214,9705,4
3214,5886,3
3215,3862,5
3215,5426,2
3215,6272,3
3216,7497,4
3216,3846,5
3216,2559,1
3216,435,1
3216,8719,5
3217,6875,2
3217,1372,2
3217,4757,3
3217,8965,2
3218,7773,5
3219,1556,4
3219,3739,3
3220,8361,3
3221,6294,3
3221,2,2
3221,7949,2
3223,2089,4
3224,5542,2
3225,404,1
3225,4747,5
3225,1201,4
3225,6121,5
3226,3136,5
3226,9664,1
3226,1584,3
3226,4055,5
3226,5266,3
3227,8240,2
3227,3679,1
3227,1619,3
3227,8393,5
3228,5006,4
3228,1360,4
3228,8367,4
3228,3809,4
3228,1337,1
3229,6901,3
3229,9741,3
3229,525,4
3230,3376,3
3231,8357,3
3231,9179,1
3231,5770,5
3232,968,1
3232,3364,3
3232,7134,2
3233,1155,3
3233,3793,1
3233,5463,3
3233,4013,5
3233,6952,2
3234,9104,3
3234,3285,1
3234,2994,2
3234,448,1
3234,6143,5
3235,9055,5
3235,1919,5
3235,3269,3
3235,278,2
3235,3272,4
3236,261,4
3236,2756,1
3236,9329,3
3236,3273,2
3238,4202,3
3238,7478,1
3239,8226,5
3239,6296,3
3239,5629,3
3239,8203,2
3239,4965,5
3240,2327,4
3241,3682,3
3242,504,4
3242,1378,1
3242,775,4
3242,7570,1
3244,4214,5
3244,8373,5
3245,6309,4
3246,9589,2
3246,2023,1
3246,9472,3
3246,1505,3
3247,8184,1
3247,3357,2
3247,9533,5
3248,6577,5
3248,4937,4
3249,6878,3
3249,178,4
3249,5553,3
3249,3183,1
3249,6344,4
3250,7668,5
3250,7055,2
3250,4393,5
3250,8388,3
3250,6493,4
3251,7470,5
3251,9023,5
3251,8281,1
3251,6029,1
3251,2302,4
3252,4536,4
3252,3807,4
3252,2836,5
3252,670,5
3253,1984,3
3253,2428,5
3253,7014,5
3253,6110,3
3254,7790,3
3254,7675,4
3256,6946,1
3256,9706,4
3256,7478,5
3256,2009,4
3256,3596,1
3257,376,1
3257,3661,2
3259,232,3
3259,6006,1
3260,7909,5
3260,2053,5
3260,5111,3
3262,525,1
3262,1210,3
3262,3020,2
3263,4125,4
3264,8194,2
3264,6595,3
3264,5602,4
3264,1132,2
3264,8310,5
3265,3825,3
3265,105,3
3265,6536,5
3266,9079,2
3266,7830,5
3267,8820,1
3267,6832,5
3267,4842,1
3267,8531,3
3269,2731,4
3270,9532,1
3270,7684,5
3270,6350,1
3270,192,5
3270,6095,4
3271,3875,3
3271,6836,4
3271,6774,4
3272,9785,5
3272,4977,2
3272,4465,5
3273,5833,4
3273,4095,4
3273,5262,2
3273,7159,2
3273,2785,1
3274,3376,5
3275,5431,4
3275,3186,3
3275,9484,2
3276,6833,2
3276,5430,3
3276,3211,3
3276,7141,1
3277,1029,3
3277,8819,5
3278,6506,5
3278,497,1
3278,6,5
3279,1287,2
3279,2255,4
3280,8326,5
3281,4598,4
3281,2572,5
3281,2054,4
3282,3411,4
3282,7201,5
3282,5623,2
3283,9611,4
3284,2561,1
3284,4407,5
3285,8501,1
3285,4374,1
3285,3013,5
3285,1588,3
3287,9794,5
3287,4895,2
3287,5454,1
3288,8969,5
3288,1033,1
3288,7082,5
3288,2201,1
3288,6019,5
3289,4919,5
3289,7933,1
3289,2075,2
3289,923,3
3290,4398,1
3290,5857,2
3290,4897,5
3291,8094,2
3291,3968,1
3291,9329,4
3291,4754,2
3291,2874,3
3292,2383,5
3292,9231,3
3292,8753,3
3292,7844,5
3293,4897,4
3293,5523,4
3294,6826,3
3295,1214,1
3295,2003,5
3295,5533,4
3295,7057,1
3296,227,1
3296,9031,5
3296,9532,1
3297,2596,2
3297,3086,3
3297,5937,3
3297,4678,1
3299,710,1
3299,2941,5
3304,6810,3
3304,2477,4
3304,5963,1
3304,154,5
3305,3588,3
3306,8935,2
3306,7884,1
3306,2946,5
3307,7442,5
3307,5444,1
3307,4494,3
3308,8920,3
3309,7020,2
3309,599,1
3309,1243,5
3309,2790,2
3309,7096,5
3310,7691,2
3310,6329,5
3311,4311,1
3312,476,1
3312,3570,4
3312,9241,2
3312,8322,3
3312,1406,2
3313,2674,2
3314,7802,1
3314,5387,5
3314,2722,2
3315,7148,3
3315,9808,1
3315,3714,4
3316,5234,1
3316,5342,2
3317,2391,4
3318,9388,4
3318,3261,3
3318,7126,3
3319,4616,5
3319,2635,4
3319,348,4
3319,3348,5
3320,2368,3
3320,7040,1
3320,9816,1
3320,4476,1
3321,3183,4
3321,2867,1
3321,3043,5
3321,9307,3
3322,7639,1
3322,7135,5
3322,9563,2
3322,1723,5
3322,1554,1
3324,1861,3
3326,5774,2
3326,2391,5
3327,3037,2
3327,3676,5
3327,3774,3
3327,3670,2
3327,4046,4
3328,5753,1
3329,1871,1
3330,1643,2
3330,8741,2
3330,2170,4
3331,3436,1
3331,5851,5
3331,7902,1
3332,44,1
3333,5067,3
3333,7469,3
3333,1778,3
3333,4699,2
3334,9837,3
3334,7999,1
3334,1218,2
3335,2311,3
3335,8710,3
3335,4554,3
3336,8091,1
3336,6514,3
3336,9119,5
3337,9577,3
3338,5638,4
3340,2260,2
3340,2742,4
3340,3839,4
3341,2266,1
3342,9042,5
3342,7101,3
3342,5406,3
3342,8653,4
3343,977,3
3343,5549,3
3343,9504,3
3343,500,5
3344,9534,2
3344,9353,3
3344,7795,4
3345,208,3
3345,2349,5
3345,5919,3
3345,982,2
3346,4784,4
3346,4637,2
3346,7743,2
3347,6581,4
3347,6911,1
3347,8871,3
3348,1012,4
3349,3421,2
3349,8338,3
3349,9131,1
3349,2706,1
3350,6363,3
3350,9883,2
3350,7162,5
3350,1909,5
3350,4062,4
3351,5889,5
3352,8876,2
3352,942,2
3352,1846,4
3352,3501,5
3352,8988,4
3353,486,1
3355,1924,1
3355,33,1
3355,3852,1
3355,766,1
3355,9110,2
3356,1286,4
3356,1058,2
3357,7828,1
3357,7126,2
3358,3050,5
3359,6977,5
3359,2593,2
3359,2874,2
3360,5214,3
3360,5991,1
3361,1277,2
3361,4717,5
3361,6924,2
3361,5959,3
3361,6115,3
3362,8198,2
3362,4925,4
3362,8153,4
3362,1241,5
3362,1187,2
3363,2079,3
3363,7023,3
3363,2728,3
3363,7292,1
3364,6686,1
3364,9253,2
3364,1731,5
3364,6347,1
3365,1948,3
3365,3417,5
3365,9497,4
3367,3750,1
3367,1880,3
3367,1213,5
3367,9843,2
3368,7366,2
3368,2479,2
3368,2543,5
3369,9218,2
3369,830,1
3369,7220,3
3369,2386,4
3369,3663,5
3370,994,1
3371,7760,3
3371,3063,4
3373,7214,4
3373,8021,2
3373,4822,5
3374,9414,2
3374,6360,5
3374,440,4
3374,3,4
3375,9742,1
3375,165,2
3375,9873,1
3375,3686,3
3375,4547,5
3377,2895,3
3377,5438,2
3377,8655,3
3377,214,5
3379,1065,5
3379,8884,2
3379,7007,2
3381,8508,4
3381,5783,4
3381,3603,5
3381,9806,3
3381,1024,1
3383,5970,2
3383,8394,2
3383,9355,3
3383,7015,4
3384,4471,3
3385,3544,5
3386,7248,3
3386,941,4
3386,6139,4
3386,6196,4
3387,8058,2
3387,3979,1
3387,8511,4
3387,2712,3
3387,1234,3
3389,9474,1
3389,7685,1
3389,2293,2
3389,1729,5
3391,1091,3
3391,6944,1
3391,5814,5
3391,9044,5
3392,2142,5
3392,6129,3
3392,5755,3
3392,8692,3
3393,431,3
3394,1033,4
3394,6379,2
3394,9214,1
3394,7615,4
3395,1972,4
3395,7341,5
3395,6472,3
3396,2946,5
3396,5940,2
3396,8086,4
3396,7718,3
3396,412,2
3397,1388,5
3397,556,5
3398,6142,4
3399,8884,4
3399,3355,1
3399,5700,5
3399,9168,3
3399,9074,3
3401,2828,3
3401,7791,3
3401,5901,4
3401,3697,4
3402,3727,1
3403,5823,5
3404,6817,5
3404,5633,5
3404,7712,4
3406,3810,3
3406,3692,2
3406,8894,5
3407,8354,2
3407,9885,1
3407,4030,3
3407,5372,4
3407,9022,4
3408,612,1
3408,8824,5
3408,270,2
3408,3571,5
3409,2005,5
3409,9092,5
3410,4593,2
3411,4083,2
3411,5632,4
3411,889,5
3411,1637,1
3411,237,1
3412,2736,2
3412,1778,5
3412,613,5
3413,2444,1
3413,1521,2
3413,7422,1
3413,460,1
3414,5645,1
3414,480,4
3414,6962,4
3414,8844,5
3414,8406,1
3415,3467,4
3415,6334,3
3416,9635,5
3416,6370,3
3416,7915,2
3417,7495,4
3417,8025,3
3417,7890,5
3418,4289,3
3418,8359,1
3418,2809,3
3419,6845,4
3419,6305,1
3419,1620,4
3419,6287,1
3419,9220,2
3420,4038,3
3421,2108,2
3421,2603,3
3421,7658,4
3422,5899,4
3422,7874,3
3422,540,1
3422,5101,3
3423,7375,5
3423,7083,3
3424,3323,2
3425,3556,2
3425,4992,4
3425,3667,2
3426,9749,3
3427,4830,2
3427,9039,1
3427,8549,4
3427,1929,1
3427,5052,3
3428,5028,4
3428,3706,3
3428,4836,4
3428,7776,5
3429,6846,2
3429,8185,3
3429,5691,4
3430,6926,2
3430,8520,5
3430,8137,2
3431,7337,1
3431,5746,4
3432,6220,3
3432,1159,4
3432,3898,5
3433,791,3
3433,9942,3
3433,4421,2
3433,6510,3
3433,179,3
3434,6303,4
3434,5859,5
3434,1401,1
3434,3261,5
3436,5502,3
3437,4888,3
3437,2532,5
3438,1340,3
3438,6961,3
3439,8810,3
3440,9888,4
3440,8747,3
3441,5246,5
3442,778,3
3442,2762,2
3442,9676,1
3443,365,3
3444,5763,2
3444,4193,4
3445,8727,5
3446,5148,2
3446,5656,4
3448,3492,1
3448,5446,4
3448,9180,3
3448,428,3
3450,6623,2
3450,8312,5
3450,1786,3
3450,2448,2
3451,2004,4
3451,5661,5
3452,206,5
3452,9766,2
3452,892,5
3455,648,2
3455,3232,4
3455,3156,4
3455,4147,5
3458,8397,4
3458,902,2
3458,2729,5
3458,397,2
3459,1250,5
3459,5674,2
3459,3651,5
3459,1484,3
3460,7802,4
3461,4909,4
3461,6213,1
3461,8712,5
3462,6062,1
3462,80,3
3465,8945,5
3465,2639,4
3466,8105,4
3466,2322,5
3467,1941,2
3467,3890,4
3467,8668,1
3467,8441,4
3467,2804,1
3468,9374,1
3468,5885,3
3469,778,1
3469,1000,4
3469,2076,1
3469,6807,5
3470,6367,5
3470,3310,4
3472,8159,1
3472,9111,2
3474,7676,2
3474,2739,1
3474,8654,3
3475,6031,5
3475,3388,4
3475,710,5
3475,4642,5
3476,2118,5
3476,8404,1
3476,2625,3
3477,5619,5
3477,9706,3
3477,3612,4
3478,4799,2
3479,4630,1
3480,1252,5
3481,5738,2
3481,1105,5
3481,8844,2
3481,188,5
3481,6619,3
3483,6456,4
3484,1262,4
3484,600,2
3484,4411,4
3484,5895,3
3484,3928,5
3485,6288,4
3486,2321,5
3486,7262,4
3487,5997,1
3487,6139,3
3487,590,1
3487,1123,3
3488,8365,4
3490,2072,1
3490,6505,4
3490,3269,1
3491,3251,2
3491,2132,2
3493,3340,1
3493,7535,3
3493,4929,2
3493,7026,5
3494,3421,3
3494,8213,4
3494,6109,1
3495,8145,3
3495,7769,1
3495,2417,1
3495,382,2
3495,3643,2
3496,7102,2
3496,1433,4
3499,486,3
3499,9501,3
3499,8179,5
3499,514,4
3499,9918,3
3500,5881,1
3500,790,2
3500,7274,3
3500,8603,2
3502,4331,4
3504,2678,4
3504,4157,5
3504,8980,2
3504,2134,5
3504,1703,3
3505,8159,4
3506,6394,1
3506,7166,2
3506,550,3
3506,7229,5
3507,674,3
3507,4751,3
3507,3087,1
3507,6964,5
3508,5966,5
3508,4902,2
3509,5672,1
3509,758,4
3509,5410,2
3509,4100,3
3509,814,2
3511,1190,2
3511,6133,1
3512,9316,5
3512,6458,5
3512,5405,3
3512,3724,4
3513,252,3
3513,5913,2
3513,7276,2
3513,1312,2
3514,2678,4
3516,7908,5
3516,552,2
3517,1309,3
3517,703,5
3517,3710,3
3517,5024,5
3518,5437,4
3518,9700,5
3518,1941,2
3518,3495,4
3519,1902,2
3520,5445,5
3520,6262,2
3520,2509,1
3520,4786,1
3521,8465,2
3521,4009,3
3521,1902,5
3521,4922,3
3521,5344,5
3522,3783,5
3522,7908,2
3522,4067,3
3522,7432,5
3522,1719,3
3523,8502,2
3523,388,4
3523,6840,2
3524,600,1
3524,7534,2
3524,1583,5
3524,2292,3
3525,6124,2
3525,6349,4
3525,4101,4
3525,3456,4
3526,7909,5
3527,7542,4
3527,4931,2
3528,8766,5
3528,2421,3
3529,3833,3
3529,8493,5
3529,8723,5
3529,5823,5
3529,9780,5
3530,4195,2
3531,8281,3
3531,2857,4
3531,3490,2
3532,5782,1
3532,6556,3
3533,9545,3
3533,5010,2
3533,3579,4
3535,2327,3
3535,240,5
3535,8506,3
3536,6401,2
3536,7091,5
3536,36,1
3536,1367,3
3537,358,4
3537,8903,2
3537,4500,1
3538,269,5
3538,5997,4
3538,4210,5
3540,8414,4
3540,7337,3
3541,3371,5
3542,9992,1
3542,1464,1
3542,4338,3
3542,5213,4
3542,8190,2
3543,9197,4
3543,4996,2
3543,7970,5
3544,2393,1
3544,8198,5
3544,5087,4
3544,1358,4
3544,103,4
3545,4053,1
3545,909,1
3546,3840,3
3547,287,2
3547,3798,2
3547,8489,2
3547,15,1
3548,1597,4
3548,1468,3
3548,4484,5
3548,4823,4
3549,3427,4
3549,1631,5
3549,5616,5
3549,6567,3
3550,5490,4
3550,7492,3
3551,7074,4
3552,9362,3
3552,3840,2
3552,7716,3
3553,4125,2
3553,6929,1
3553,1094,3
3553,4677,1
3554,1745,5
3554,3729,1
3554,4137,3
3555,3640,3
3556,696,3
3556,6740,2
3556,4355,2
3556,2007,3
3558,218,2
3558,2600,1
3559,3643,1
3559,8889,1
3559,1553,4
3561,1156,2
3561,7112,5
3561,8020,3
3563,1091,5
3563,5472,2
3564,7662,4
3564,4187,3
3564,8089,4
3564,7574,2
3564,2069,4
3565,4283,1
3565,3051,3
3565,6355,4
3566,2845,3
3566,6403,5
3568,1656,4
3568,6188,4
3569,5223,2
3569,3736,5
3570,5988,3
3570,4951,4
3570,1391,4
3570,5178,5
3571,565,5
3571,2504,5
3573,5851,2
3573,8135,4
3573,143,2
3573,3789,1
3574,2673,2
3574,9492,4
3574,5066,4
3574,2742,5
3574,8838,1
3575,2967,1
3575,6490,1
3575,4300,3
3575,6205,5
3575,7834,2
3576,4940,1
3576,9437,4
3576,2792,4
3576,98,3
3576,1609,2
3577,8182,5
3578,216,2
3578,9813,3
3578,2424,3
3578,1905,5
3578,3276,2
3579,4255,5
3579,9048,3
3579,8504,4
3581,1995,2
3581,6197,1
3581,3634,3
3581,6521,4
3581,9710,3
3582,5157,3
3582,5884,1
3582,3151,3
3582,2335,2
3583,3080,2
3583,5437,4
3583,3069,4
3584,8444,4
3584,8017,4
3584,4903,3
3584,6903,4
3588,6822,4
3588,6863,3
3589,430,2
3589,9646,2
3590,9082,2
3590,2650,2
3590,1120,3
3590,7156,2
3591,1332,4
3591,5606,4
3591,1735,2
3591,98,2
3591,7706,1
3593,3235,1
3593,8972,3
3593,6654,5
3593,839,2
3593,5535,5
3594,2437,4
3594,8726,1
3594,3788,5
3595,9330,5
3595,9002,2
3595,762,2
3595,9034,5
3596,949,1
3596,4504,3
3596,772,4
3596,8380,2
3596,5756,4
3597,1719,4
3598,7488,4
3599,327,5
3599,7545,4
3599,7092,1
3599,961,3
3599,3543,2
3600,3244,1
3600,2801,2
3600,1276,1
3600,3630,3
3600,2002,2
3601,1852,5
3603,9422,5
3603,1123,5
3603,5081,1
3603,8033,4
3604,8325,1
3606,2563,5
3606,2901,5
3606,5956,4
3606,8133,1
3607,444,5
3607,31,5
3608,7863,4
3608,5150,5
3608,418,1
3609,9639,2
3609,7655,2
3611,9756,3
3612,176,3
3612,5881,4
3612,1086,3
3612,1953,2
3613,4780,5
3613,9604,1
3613,8862,2
3614,9552,4
3614,3347,2
3615,2481,4
3616,4948,5
3617,4259,2
3617,4402,2
3617,5042,1
3618,1418,5
3618,6849,4
3618,8605,1
3618,13,4
3619,8410,5
3619,2268,1
3620,1901,3
3620,3847,2
3621,3641,1
3621,990,1
3621,6131,3
3621,2935,3
3621,90,5
3622,6653,3
3622,926,3
3622,3399,4
3623,6184,1
3623,4761,2
3623,5338,5
3623,5965,1
3624,297,1
3624,1356,4
3624,6792,3
3625,9740,4
3625,8235,1
3625,6267,5
3625,4879,3
3626,6569,3
3626,2753,5
3626,4410,4
3626,2187,2
3626,4423,5
3627,7286,2
3628,4423,5
3628,2274,4
3628,1554,1
3628,3464,3
3628,8725,4
3629,8332,4
3629,6238,5
3629,3804,4
3629,9187,5
3629,9792,4
3630,8703,4
3630,2907,5
3630,570,3
3631,7155,3
3632,9473,3
3632,2927,1
3632,9816,1
3632,4139,3
3633,8074,4
3633,9835,5
3634,2230,3
3634,7058,4
3635,2313,5
3635,13,2
3635,3797,4
3636,5259,3
3636,4382,5
3636,2824,3
3638,448,5
3639,5693,3
3640,890,2
3640,8102,2
3641,6286,2
3641,8942,4
3642,5069,1
3643,9320,1
3643,2568,5
3643,4221,1
3645,7669,5
3645,7932,3
3645,6184,3
3645,3474,4
3646,4845,1
3646,9561,5
3647,4470,3
3647,7373,4
3647,7169,1
3648,6024,1
3648,8812,4
3648,1970,4
3649,5045,3
3649,162,3
3649,9372,4
3649,2823,5
3649,1289,2
3651,6665,4
3651,858,4
3651,1118,3
3651,6891,1
3653,225,2
3653,5786,3
3655,6750,2
3655,6939,4
3656,5042,5
3656,7081,1
3656,9492,4
3656,3305,5
3657,5378,5
3657,7871,1
3657,8414,2
3658,431,4
3658,9808,2
3658,4375,2
3658,1094,4
3660,4160,5
3660,4491,4
3660,1515,3
3660,9028,2
3661,9374,2
3661,314,1
3661,5681,5
3661,7901,4
3661,3015,4
3662,7653,1
3662,7760,4
3662,9870,3
3662,3665,3
3663,9304,1
3663,4022,4
3663,273,1
3663,504,1
3664,3637,3
3664,552,1
3664,8218,4
3665,2140,1
3665,9006,2
3665,8444,1
3665,5514,4
3665,9595,4
3666,9796,2
3666,9612,4
3666,8422,3
3667,3968,5
3667,7669,3
3667,8342,3
3668,9498,1
3669,2547,3
3670,2970,2
3670,3910,2
3671,7109,3
3671,5712,5
3672,838,4
3672,8320,2
3672,3808,4
3672,3418,1
3672,3830,1
3673,7176,1
3673,6407,5
3675,8334,5
3677,1853,3
3677,4298,3
3677,616,2
3678,1743,1
3678,1188,2
3678,3205,1
3678,5710,4
3679,2735,1
3679,9509,2
3679,6493,5
3679,3126,3
3680,2873,3
3681,1642,1
3681,6554,4
3681,7252,2
3682,2929,5
3682,746,4
3683,9115,2
3683,9563,4
3684,9976,2
3686,6327,4
3686,9970,3
3686,7816,4
3686,4068,5
3687,7061,1
3687,3934,5
3687,4392,4
3687,7120,3
3687,7041,2
3689,1380,2
3689,2910,4
3689,6601,2
3689,2762,3
3689,4838,3
3690,1320,2
3690,4039,2
3690,8276,1
3690,8286,5
3690,8563,2
3691,9346,3
3691,5924,2
3691,4595,1
3692,7361,1
3692,109,3
3692,6214,3
3692,7344,3
3694,3689,3
3694,3533,4
3694,8465,1
3694,2945,2
3696,9437,1
3696,7772,2
3696,9208,3
3696,5270,4
3696,3116,2
3697,6324,3
3697,1768,4
3699,9113,5
3699,3534,2
3699,6447,4
3699,2500,5
3699,2412,4
3700,9140,3
3700,6953,5
3700,2658,2
3701,4506,1
3701,1307,2
3701,4035,5
3701,3064,3
3701,3604,4
3702,5727,4
3702,937,3
3704,2005,5
3704,1805,2
3704,3639,2
3704,2047,3
3705,6725,3
3705,3518,1
3706,833,1
3706,5139,1
3706,3877,2
3707,2794,1
3708,5616,2
3708,7283,2
3708,8131,5
3708,9735,5
3708,5921,4
3710,8971,1
3710,5787,4
3710,7443,1
3710,2707,2
3710,6901,1
3712,3533,1
3712,4920,5
3712,6274,3
3712,7409,1
3713,2340,3
3713,1148,3
3714,423,5
3714,3811,2
3714,6931,2
3715,2108,2
3715,9335,2
3716,7553,2
3716,5078,4
3716,7979,3
3717,1076,1
3717,3435,5
3717,7759,3
3717,3383,1
3718,1776,1
3718,9923,4
3718,1476,1
3719,785,1
3721,7442,1
3721,8875,1
3721,8531,2
3721,2616,2
3722,8126,3
3723,327,3
3723,2551,1
3723,309,1
3723,2092,4
3723,4635,3
3724,2168,3
3725,1237,3
3726,6668,5
3726,6774,2
3726,5103,1
3726,6722,1
3726,737,4
3727,238,1
3728,5158,2
3729,5011,3
3730,8297,5
3730,1276,4
3730,2813,1
3730,5386,1
3731,6194,2
3732,3160,1
3732,8654,1
3733,8741,1
3734,2443,3
3734,7009,1
3734,3750,2
3734,9013,1
3736,9363,2
3737,162,5
3737,5209,2
3739,5793,5
3739,8043,5
3739,2381,2
3739,402,1
3740,4746,5
3740,413,3
3741,2190,2
3741,1557,5
3741,6576,5
3741,4938,1
3741,9265,4
3742,7014,4
3742,5370,2
3742,6653,1
3742,1712,5
3743,3962,2
3743,9327,3
3743,674,5
3744,7004,4
3744,2848,5
3744,7536,1
3744,4308,2
3744,9945,3
3745,7698,4
3745,9850,2
3745,7303,2
3745,3162,4
3745,2035,4
3746,5989,2
3746,6204,2
3746,1502,1
3747,5327,5
3747,6228,4
3747,1853,1
3747,6927,3
3747,8913,4
3749,7970,4
3749,8132,3
3749,3521,2
3750,5992,5
3750,3173,2
3751,2348,1
3751,2510,1
3751,3588,1
3751,9200,1
3751,3999,5
3752,4540,5
3752,3268,2
3752,2274,3
3753,8284,5
3753,5168,2
3754,8459,5
3754,8002,1
3754,9797,1
3754,649,5
3754,7817,2
3755,8515,3
3755,57,4
3756,122,5
3756,1233,3
3756,5760,3
3756,2320,3
3756,5265,3
3757,1167,3
3757,1067,2
3757,7220,4
3757,9047,5
3757,9935,5
3758,8081,4
3758,7855,1
3758,1968,2
3758,1093,2
3759,3253,2
3759,5562,4
3759,3533,4
3759,8452,5
3760,1377,1
3761,8306,2
3761,9049,4
3764,4915,4
3764,5471,4
3766,8250,3
3766,3541,1
3766,6491,4
3766,8881,3
3767,7253,3
3767,5194,5
3767,309,1
3767,5908,3
3769,5909,5
3769,1174,2
3769,5181,5
3770,105,5
3770,837,5
3771,3937,4
3773,2108,2
3774,7106,2
3774,5073,5
3775,9073,2
3775,6325,4
3775,9991,1
3775,1220,4
3776,2490,3
3776,4696,3
3776,3780,5
3776,8821,2
3777,9956,2
3778,5390,1
3778,5369,3
3778,2243,5
3779,3195,2
3779,8197,2
3779,9547,1
3779,7740,2
3779,8315,2
3782,8546,1
3783,8752,4
3783,9931,4
3783,458,3
3783,9659,2
3784,7376,3
3784,9978,2
3784,5348,5
3784,141,4
3785,6587,3
3785,8732,2
3786,807,4
3787,2978,5
3788,9631,2
3788,42,2
3788,8375,5
3789,5629,1
3789,2607,3
3789,8707,1
3790,2372,3
3790,7694,5
3790,9896,5
3790,5567,4
3791,7249,4
3791,7995,4
3791,1235,2
3792,5613,1
3792,8314,3
3793,3659,5
3793,1996,1
3793,3059,5
3793,9844,4
3797,3274,1
3797,6328,2
3797,7051,2
3798,8716,5
3798,3481,1
3798,3875,3
3801,3150,1
3801,4365,5
3801,4491,3
3802,6518,5
3802,584,5
3802,1547,2
3802,5420,4
3804,4351,3
3805,9401,3
3806,4733,2
3806,6567,3
3806,505,1
3806,5003,5
3808,5198,3
3809,4911,4
3809,2468,3
3809,1296,4
3810,2212,3
3810,200,5
3810,919,5
3811,9722,4
3811,1380,2
3811,6546,3
3812,743,5
3813,8874,2
3814,4782,3
3814,3232,3
3814,7646,2
3814,8863,3
3815,8329,3
3818,9086,5
3819,5420,2
3820,306,4
3820,1741,3
3820,3231,3
3821,6964,3
3821,8711,2
3822,7517,2
3822,1645,5
3822,4772,4
3822,1324,5
3822,6875,1
3824,4978,1
3824,639,5
3824,2402,3
3824,3449,1
3825,2128,5
3825,2683,5
3825,2677,3
3825,467,1
3825,8613,2
3826,5323,4
3826,712,3
3826,5327,1
3827,9841,3
3827,1094,5
3827,1322,1
3827,7243,2
3828,6572,2
3829,9623,1
3829,6760,5
3829,7437,3
3829,1032,4
3830,9646,1
3830,6467,5
3830,6528,4
3830,1445,5
3831,7315,4
3831,6365,3
3831,520,1
3831,8731,5
3832,880,1
3832,5048,3
3832,2970,4
3832,4382,2
3832,3120,5
3833,2783,4
3833,7668,1
3833,3432,3
3834,9245,2
3834,1702,2
3834,906,3
3834,52,4
3834,3879,3
3835,9501,2
3835,8468,3
3835,8988,3
3835,5795,1
3838,3034,1
3838,7391,3
3838,1197,2
3838,7816,1
3839,1907,2
3839,7913,5
3839,1769,4
3839,1149,5
3839,1579,5
3840,9824,4
3840,9286,1
3840,2672,5
